Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
532,5220784002,Mrboozer (2/2),0,68.2,1B Ty France 2B Jake Cronenworth 3B Eugenio Suarez C Gabriel Moreno OF JJ Bleday OF Esmerlyn Valdez OF Carson Benge P Sean Burke P Nick Lodolo SS Elly De La Cruz,,,
532,5220785739,FATEFELLSHORT (2/16),0,68.2,1B Dominic Smith 2B Ketel Marte 3B Charles McAdoo C Gabriel Moreno OF Corbin Carroll OF Max Kepler OF Mike Yastrzemski P Dylan Cease P Sean Burke SS Geraldo Perdomo,,,
532,5220785753,FATEFELLSHORT (4/16),0,68.2,1B Dominic Smith 2B Ketel Marte 3B Charles McAdoo C Gabriel Moreno OF Corbin Carroll OF Max Kepler OF Mike Yastrzemski P Dylan Cease P Sean Burke SS Geraldo Perdomo,,,
532,5220785780,FATEFELLSHORT (6/16),0,68.2,1B Dominic Smith 2B Ketel Marte 3B Charles McAdoo C Gabriel Moreno OF Corbin Carroll OF Max Kepler OF Mike Yastrzemski P Dylan Cease P Sean Burke SS Geraldo Perdomo,,,
532,5220787666,FATEFELLSHORT (8/16),0,68.2,1B Dominic Smith 2B Ketel Marte 3B Charles McAdoo C Gabriel Moreno OF Corbin Carroll OF Max Kepler OF Mike Yastrzemski P Dylan Cease P Sean Burke SS Geraldo Perdomo,,,
532,5220787671,FATEFELLSHORT (10/16),0,68.2,1B Dominic Smith 2B Ketel Marte 3B Charles McAdoo C Gabriel Moreno OF Corbin Carroll OF Max Kepler OF Mike Yastrzemski P Dylan Cease P Sean Burke SS Geraldo Perdomo,,,
532,5220787683,FATEFELLSHORT (12/16),0,68.2,1B Dominic Smith 2B Ketel Marte 3B Charles McAdoo C Gabriel Moreno OF Corbin Carroll OF Max Kepler OF Mike Yastrzemski P Dylan Cease P Sean Burke SS Geraldo Perdomo,,,
532,5220787692,FATEFELLSHORT (14/16),0,68.2,1B Dominic Smith 2B Ketel Marte 3B Charles McAdoo C Gabriel Moreno OF Corbin Carroll OF Max Kepler OF Mike Yastrzemski P Dylan Cease P Sean Burke SS Geraldo Perdomo,,,
532,5220787696,FATEFELLSHORT (16/16),0,68.2,1B Dominic Smith 2B Ketel Marte 3B Charles McAdoo C Gabriel Moreno OF Corbin Carroll OF Max Kepler OF Mike Yastrzemski P Dylan Cease P Sean Burke SS Geraldo Perdomo,,,
541,5220773478,gowest1989,0,68.05,1B Jared Young 2B Anthony Seigler 3B Bo Bichette C Adley Rutschman OF Wilyer Abreu OF Ceddanne Rafaela OF Carson Benge P Dylan Cease P Patrick Sandoval SS Andruw Monasterio,,,
542,5220767731,psumav (2/13),0,67.5,1B Tim Tawa 2B Ketel Marte 3B Bo Bichette C Brian Navarreto OF Wilyer Abreu OF Corbin Carroll OF Carson Benge P Dylan Cease P Andrew Painter SS Francisco Lindor,,,
543,5220787687,SonOfDad (2/4),0,67.1,1B Michael Toglia 2B Matt McLain 3B Eugenio Suarez C Drake Baldwin OF Ronald Acuna Jr. OF JJ Bleday OF Mike Yastrzemski P Ryan Weathers P Dean Kremer SS Elly De La Cruz,,,
544,5220753396,ts1rlm,0,66.25,1B Kyle Schwarber 2B Anthony Seigler 3B Manny Machado C Drake Baldwin OF Dylan Crews OF Trent Grisham OF Jake Mangum P Ryan Weathers P Hunter Barco SS Javier Baez,,,
545,5220766057,Cobra777666777,0,66.2,1B Abimelec Ortiz 2B Bryson Stott 3B Caleb Durbin C Alejandro Kirk OF Ceddanne Rafaela OF Sam Antonacci OF Jarren Duran P Dylan Cease P Sean Burke SS Andruw Monasterio,,,
546,5220780259,huntsaa7,0,64.75,1B Luis Garcia Jr. 2B Royce Lewis 3B Charles McAdoo C Ben Rice OF Byron Buxton OF Trent Grisham OF Spencer Jones P Sean Burke P Dean Kremer SS George Lombard Jr.,,,
547,5220777066,blitzburgh07 (2/2),0,64.25,1B Abimelec Ortiz 2B Sam Antonacci 3B Bryson Stott C Alejandro Kirk OF Wilyer Abreu OF Carson Benge OF Braden Montgomery P Sean Burke P Eury Perez SS Francisco Lindor,,,
547,5220788071,d9144 (7/12),0,64.25,1B Josh Bell 2B Jake Cronenworth 3B Manny Machado C Freddy Fermin OF Byron Buxton OF Fernando Tatis Jr. OF Jackson Merrill P Sean Burke P Eury Perez SS Kaelen Culpepper,,,
549,5220775722,nrd53920 (1/6),0,64.2,1B Rhys Hoskins 2B Jorge Polanco 3B Jose Ramirez C Agustin Ramirez OF Chase DeLauter OF Jo Adell OF Steven Kwan P Dylan Cease P Sean Burke SS Geraldo Perdomo,,,
549,5220785852,nrd53920 (5/6),0,64.2,1B Rhys Hoskins 2B Jorge Polanco 3B Jose Ramirez C Agustin Ramirez OF Chase DeLauter OF Jo Adell OF Steven Kwan P Dylan Cease P Sean Burke SS Geraldo Perdomo,,,
549,5220788029,nrd53920 (6/6),0,64.2,1B Rhys Hoskins 2B Jorge Polanco 3B Jose Ramirez C Agustin Ramirez OF Chase DeLauter OF Jo Adell OF Steven Kwan P Dylan Cease P Sean Burke SS Geraldo Perdomo,,,
552,5220784713,NEWINNER,0,63.85,1B Ty France 2B Bryson Stott 3B Colson Montgomery C Rafael Flores Jr. OF Corbin Carroll OF Trent Grisham OF A.J. Ewing P Eury Perez P Michael Soroka SS Geraldo Perdomo,,,
553,5220783653,dylanjohn,0,63.6,1B Josh Bell 2B Nick Sogard 3B Caleb Durbin C Adley Rutschman OF Wilyer Abreu OF Ceddanne Rafaela OF Trevor Larnach P Eury Perez P Ryan Weathers SS Xander Bogaerts,,,
554,5220754935,BeeGizzle72,0,63.5,1B Abimelec Ortiz 2B Bryson Stott 3B Miguel Vargas C Rafael Flores Jr. OF Fernando Tatis Jr. OF Ceddanne Rafaela OF Carson Benge P Sean Burke P Michael Soroka SS Geraldo Perdomo,,,
555,5220784504,statis.official (6/12),0,63.25,1B Kyle Schwarber 2B Bryson Stott 3B Nolan Arenado C Gabriel Moreno OF Chase DeLauter OF Esteury Ruiz OF Luke Keaschall P Sean Burke P Eury Perez SS Jared Triolo,,,
556,5220766932,yourboya2307,0,63.2,1B Bryce Harper 2B Luis Arraez 3B Bryson Stott C Victor Caratini OF Brandon Marsh OF Trevor Larnach OF Brett Bateman P Dylan Cease P Sean Burke SS Kaelen Culpepper,,,
557,5220763985,Mrboozer (1/2),0,63.15,1B Josh Bell 2B Matt McLain 3B Jared Triolo C Rafael Flores Jr. OF Byron Buxton OF Corbin Carroll OF Steven Kwan P Dylan Cease P Jake Irvin SS CJ Abrams,,,
558,5220775016,JMB4491 (1/2),0,62.4,1B Ty France 2B Chase Meidroth 3B Nolan Arenado C Alejandro Kirk OF Fernando Tatis Jr. OF Ceddanne Rafaela OF Heriberto Hernandez P Sean Burke P Christian Scott SS Otto Lopez,,,
559,5220784503,statis.official (5/12),0,62.25,1B Kyle Schwarber 2B Bryson Stott 3B Nolan Arenado C Gabriel Moreno OF Esteury Ruiz OF Luke Keaschall OF Tim Tawa P Sean Burke P Eury Perez SS Geraldo Perdomo,,,
559,5220784505,statis.official (7/12),0,62.25,1B Kyle Schwarber 2B Bryson Stott 3B Eugenio Suarez C J.T. Realmuto OF Esteury Ruiz OF Luke Keaschall OF Tim Tawa P Sean Burke P Eury Perez SS Francisco Lindor,,,
561,5220763754,GHROSS (1/6),0,61.85,1B Ty France 2B Ozzie Albies 3B Kazuma Okamoto C Drake Baldwin OF Ronald Acuna Jr. OF Michael Harris II OF Ceddanne Rafaela P Sean Burke P Jake Irvin SS Kaelen Culpepper,,,
562,5220777263,Bmk1,0,61.4,1B Munetaka Murakami 2B Matt McLain 3B Caleb Durbin C Gabriel Moreno OF Trent Grisham OF Mike Yastrzemski OF Tim Tawa P Sean Burke P Christian Scott SS Elly De La Cruz,,,
563,5220770058,kyleorso (14/17),0,61.25,1B Kyle Schwarber 2B Bryson Stott 3B Eugenio Suarez C Ben Rice OF Byron Buxton OF Corbin Carroll OF Esteury Ruiz P Mason Montgomery P Louis Varland SS Elly De La Cruz,,,
564,5220773175,GregoryChickman,0,61.2,1B Charles McAdoo 2B Sam Antonacci 3B Bryson Stott C Gabriel Moreno OF Wilyer Abreu OF Jo Adell OF Brett Bateman P Dylan Cease P Sean Burke SS Geraldo Perdomo,,,
565,5220779934,RubberDuck11,0,60.4,1B Michael Toglia 2B Ketel Marte 3B Nolan Arenado C Alejandro Kirk OF Bryan Reynolds OF Daylen Lile OF Carson Benge P Sean Burke P Christian Scott SS Francisco Lindor,,,
566,5220765292,dragon8700,0,60.3,1B Kazuma Okamoto 2B Sam Antonacci 3B Colson Montgomery C Adley Rutschman OF Wilyer Abreu OF Kody Clemens OF Ceddanne Rafaela P Tanner Bibee P Patrick Sandoval SS Francisco Lindor,,,
567,5220784066,pontikis22,0,60.25,1B Royce Lewis 2B Chase Meidroth 3B Brady House C Connor Wong OF Wilyer Abreu OF Ceddanne Rafaela OF Daylen Lile P Sean Burke P Eury Perez SS Andruw Monasterio,,,
567,5220784669,pkellen (2/3),0,60.25,1B Jared Young 2B Bryson Stott 3B Jorge Polanco C J.T. Realmuto OF Bryce Harper OF Carson Benge OF A.J. Ewing P Sean Burke P Eury Perez SS Francisco Lindor,,,
569,5220778946,joeyjfields,0,60,1B Sal Stewart 2B Luis Arraez 3B Caleb Durbin C Alejandro Kirk OF Ronald Acuna Jr. OF Wilyer Abreu OF Chase DeLauter P Tanner Bibee P Bryce Elder SS Kaelen Culpepper,,,
570,5220752888,GGHOSTMANH (14/17),0,59.75,1B Michael Toglia 2B Ketel Marte 3B Eugenio Suarez C James McCann OF Corbin Carroll OF Chase DeLauter OF Steven Kwan P Dylan Cease P Tanner Bibee SS Geraldo Perdomo,,,
571,5220784496,Greed603,0,59.35,1B Josh Bell 2B Nick Sogard 3B Bo Bichette C Adley Rutschman OF Wilyer Abreu OF Corbin Carroll OF Jarren Duran P Michael Soroka P Patrick Sandoval SS Francisco Lindor,,,
572,5220770050,kyleorso (6/17),0,59,1B Kyle Schwarber 2B Jake Cronenworth 3B Manny Machado C Ben Rice OF Byron Buxton OF Fernando Tatis Jr. OF Esteury Ruiz P Louis Varland P Cade Gibson SS Elly De La Cruz,,,
573,5220767738,psumav (9/13),0,57.5,1B Kyle Schwarber 2B Nick Sogard 3B Bryson Stott C Adley Rutschman OF Wilyer Abreu OF Ceddanne Rafaela OF Justin Crawford P Dylan Cease P Andrew Painter SS Edmundo Sosa,,,
574,5220755167,ivymoose (2/5),0,57.05,1B Miguel Vargas 2B Nick Sogard 3B Caleb Durbin C Adley Rutschman OF Wilyer Abreu OF Ceddanne Rafaela OF Luke Keaschall P Dylan Cease P Patrick Sandoval SS Kaelen Culpepper,,,
575,5220780442,wienke29,0,56.1,1B Royce Lewis 2B Chase Meidroth 3B Caleb Durbin C Alejandro Kirk OF Fernando Tatis Jr. OF Jackson Merrill OF Jake Mangum P Eury Perez P Patrick Sandoval SS Geraldo Perdomo,,,
576,5220784500,statis.official (2/12),0,55.25,1B Kyle Schwarber 2B Bryson Stott 3B Nolan Arenado C J.T. Realmuto OF Esteury Ruiz OF Luke Keaschall OF Tim Tawa P Sean Burke P Eury Perez SS Francisco Lindor,,,
577,5220755771,mtrent96,0,53.6,1B Bryce Harper 2B Jose Caballero 3B Eugenio Suarez C Adley Rutschman OF Fernando Tatis Jr. OF Wilyer Abreu OF Brett Bateman P Patrick Sandoval P Dean Kremer SS Elly De La Cruz,,,
578,5220781482,brousey21,0,52.5,1B Ty France 2B Nick Sogard 3B Bryson Stott C Alejandro Kirk OF Bryce Harper OF Wilyer Abreu OF Dylan Crews P Dylan Cease P Andrew Painter SS Jared Triolo,,,
579,5220765763,cyclones82,0,52.25,1B Sal Stewart 2B Royce Lewis 3B Bryson Stott C Victor Caratini OF Carson Benge OF Luke Keaschall OF Brett Baty P Sean Burke P Eury Perez SS Francisco Lindor,,,
580,5220779439,casen13,0,51.9,1B Charles McAdoo 2B Ketel Marte 3B Jared Triolo C James McCann OF Byron Buxton OF Corbin Carroll OF Ceddanne Rafaela P Casey Mize P Patrick Sandoval SS Elly De La Cruz,,,
581,5220752884,GGHOSTMANH (10/17),0,51.75,1B Michael Toglia 2B Matt McLain 3B Kevin McGonigle C Dillon Dingler OF Javier Baez OF Zach McKinstry OF TJ Friedl P Dylan Cease P Tanner Bibee SS Elly De La Cruz,,,
582,5220763717,tvtalent,0,51.45,1B Spencer Torkelson 2B Gleyber Torres 3B Manny Machado C Ben Rice OF Ceddanne Rafaela OF George Springer OF Mike Yastrzemski P Sean Burke P Bryce Elder SS Javier Baez,,,
583,5220770046,kyleorso (2/17),0,51.3,1B Kyle Schwarber 2B Jake Cronenworth 3B Manny Machado C Ben Rice OF Byron Buxton OF Fernando Tatis Jr. OF Esteury Ruiz P Braydon Fisher P Andrew Morris SS Elly De La Cruz,,,
584,5220755136,druff000,0,51.25,1B Josh Bell 2B Bryson Stott 3B Nolan Arenado C Gabriel Moreno OF Jackson Merrill OF Chase DeLauter OF Carson Benge P Sean Burke P Eury Perez SS Geraldo Perdomo,,,
585,5220778885,Pololover47,0,49.2,1B Ty France 2B Bryson Stott 3B Nolan Arenado C James McCann OF Fernando Tatis Jr. OF A.J. Ewing OF Steven Kwan P Dylan Cease P Sean Burke SS Brayan Rocchio,,,
586,5220773410,kenpee,0,45.75,1B Josh Bell 2B Ozzie Albies 3B Brooks Lee C Drake Baldwin OF Wilyer Abreu OF Chase DeLauter OF A.J. Ewing P Sean Burke P Patrick Sandoval SS Geraldo Perdomo,,,
587,5220770052,kyleorso (8/17),0,45.5,1B Kyle Schwarber 2B Bryson Stott 3B Jose Ramirez C Henry Davis OF Ronald Acuna Jr. OF Byron Buxton OF Fernando Tatis Jr. P Kody Funderburk P Isaac Mattson SS Elly De La Cruz,,,
588,5220776247,JMB4491 (2/2),0,44.75,1B Ty France 2B Chase Meidroth 3B Manny Machado C Alejandro Kirk OF Fernando Tatis Jr. OF Ceddanne Rafaela OF Heriberto Hernandez P Sean Burke P Patrick Sandoval SS Francisco Lindor,,,
589,5220768724,2015Falcons,0,43.75,1B Ty France 2B Brandon Lowe 3B Kevin McGonigle C Gabriel Moreno OF Michael Harris II OF Steven Kwan OF Javier Baez P Sean Burke P Patrick Sandoval SS Otto Lopez,,,
590,5220767549,bucsrus1127,0,37.75,1B Kyle Schwarber 2B Ozzie Albies 3B Nolan Arenado C Rafael Flores Jr. OF Ronald Acuna Jr. OF Jackson Merrill OF Brett Bateman P Sean Burke P Patrick Sandoval SS Geraldo Perdomo,,,
591,5220767736,psumav (7/13),0,36.25,1B Nick Sogard 2B Jorge Polanco 3B Nolan Arenado C Adley Rutschman OF Wilyer Abreu OF Ceddanne Rafaela OF Carson Benge P Sean Burke P Eury Perez SS Francisco Lindor,,,
592,5220755185,papa-sports-39,0,34.75,1B Ty France 2B Chase Meidroth 3B Bryson Stott C Alejandro Kirk OF Wilyer Abreu OF Corbin Carroll OF Braden Montgomery P Sean Burke P Patrick Sandoval SS Francisco Lindor,,,
593,5220754268,illone97,0,0,,,,
593,5220779463,Hansolo1985,0,0,,,,
